;;Creme de favas e cenoura ;
;;;
;;Alheira no forno com batata a murro ;
;;Bolinhos de bacalhau com arroz de tomate ;
;;;
;;;
;;Tofu à Gomes de Sá ;
;;Couve lombarda e lentilhas ;
;;;
;;Carne de vaca estufada com arroz de legumes ;
;;Empadão de atum e brócolos  ;
;;;
;;;
;;Esparguete à bolonhesa com lentilhas ;
;;Caldo verde ;
;;;
;;Costeletas de porco à salsicheiro com esparguete ;
;;Carapau assado à Portuguesa com arroz de grelos ;
;;;
;;;
;;Strogonoff de seitan com arroz de grelos ;
;;Couve coração e feijão branco ;
;;;
;;Frango à Lina com puré de batata ;
;;Massada de peixe panga e molho de tomate ;
;;;
;;;
;;Lasanha de legumes e tofu ;
;;Brócolos ;
;;;
;;Jardineira de peru com arroz ;
;;Pescada assada com legumes com batata assada ;
;;;
;;;
;;Feijoada vegetariana à moda do Porto com arroz ;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
;;;
